length_url,length_hostname,ip,nb_dots,nb_slash,http_in_path,google_index,page_rank,Label
28,20,0,2,3,0,0,4,0
29,21,0,2,3,0,0,2,0
40,16,0,2,4,0,0,7,0
45,11,0,2,4,0,1,0,1
70,10,0,3,8,0,1,3,1
36,10,0,1,5,0,1,1,1
119,14,1,1,4,0,1,0,1
38,30,0,2,3,0,0,2,0
101,25,0,3,9,0,1,0,1
59,15,0,2,5,0,1,10,0
66,20,0,2,6,0,1,2,1
37,30,0,2,2,0,0,8,0
219,18,0,8,29,0,1,4,1
260,211,1,13,6,0,1,4,1
83,16,0,2,7,0,1,10,1
56,18,0,3,4,0,1,7,0
65,13,0,2,5,0,1,6,0
24,16,0,2,3,0,1,2,1
77,23,1,5,8,0,1,6,0
67,23,1,3,7,0,1,0,1
28,20,0,1,3,0,0,1,1
43,21,0,2,3,0,1,2,1
29,20,0,2,3,0,0,4,0
57,15,0,3,6,0,1,0,1
23,15,0,2,3,0,0,4,0
48,18,0,4,4,0,0,4,0
63,10,0,2,7,0,1,2,1
46,25,0,4,3,0,1,0,1
31,23,0,2,3,0,0,5,0
25,17,0,2,3,0,0,2,0
34,23,0,2,3,0,1,0,1
124,19,1,3,10,0,1,0,1
45,16,0,2,4,0,0,7,0
39,20,0,3,3,0,1,6,1
20,12,0,2,3,0,0,4,0
41,21,0,2,6,0,0,3,0
46,29,0,3,3,0,1,0,1
132,22,0,3,5,0,1,3,1
69,11,0,3,8,0,1,7,0
25,16,0,2,3,0,0,4,0
128,15,0,3,4,0,1,3,1
25,16,0,3,3,0,0,4,0
28,19,0,2,3,0,1,8,1
209,24,1,4,10,0,1,1,1
70,49,1,5,4,0,1,5,1
47,21,0,1,4,0,1,0,1
24,17,0,1,2,0,0,2,0
53,30,0,3,3,0,1,3,0
38,29,0,2,3,0,0,2,0
77,23,1,1,5,0,1,2,1
37,19,0,2,4,0,0,2,1
34,21,0,2,3,0,0,8,0
100,18,1,3,8,0,1,0,1
34,25,0,3,3,0,0,2,0
59,18,0,3,7,0,0,5,0
55,14,0,2,6,0,1,0,1
39,25,0,2,3,0,0,6,0
34,22,0,3,4,0,1,0,1
47,22,0,4,4,0,1,5,0
158,14,0,4,3,1,0,10,1
70,18,0,2,5,0,0,5,0
76,17,0,1,9,0,1,3,1
58,18,0,2,4,0,0,5,0
143,35,0,2,6,0,1,4,1
51,22,1,2,4,0,0,6,1
46,17,0,3,4,0,0,5,0
109,19,0,2,6,0,1,0,1
75,67,0,9,3,0,1,2,1
49,10,0,2,4,0,0,6,0
68,11,0,1,7,0,1,1,1
73,39,0,5,4,0,1,5,1
45,25,0,3,3,0,0,6,1
29,16,0,1,3,0,1,0,1
66,12,0,2,3,0,1,0,1
35,28,0,2,2,0,1,5,1
72,18,0,3,7,0,1,2,1
125,50,1,4,5,0,1,0,1
124,46,1,5,5,0,1,0,1
74,19,0,4,9,0,0,5,0
52,24,0,3,4,0,1,2,1
36,28,0,2,3,0,0,3,0
40,13,0,2,5,0,0,2,1
160,21,1,3,6,0,1,1,1
56,22,0,3,5,0,0,4,0
28,19,0,2,3,0,0,2,0
50,22,0,2,6,0,1,0,1
25,11,0,1,3,0,0,5,0
38,6,0,2,3,0,1,2,0
48,11,0,2,5,0,0,4,0
32,23,0,2,3,0,1,5,1
60,17,0,3,4,0,0,6,0
40,14,0,3,4,0,1,0,1
45,38,0,2,2,0,1,5,1
33,13,0,3,4,0,1,2,1
44,18,0,3,3,0,1,5,0
69,35,1,5,3,0,1,5,1
34,26,0,2,3,0,0,3,0
74,21,0,3,6,0,0,4,0
20,11,0,2,3,0,0,5,0
126,16,0,2,4,0,1,7,0
33,25,0,2,3,0,1,1,1
48,16,0,3,5,0,0,10,0
82,25,0,2,7,0,0,4,0
31,22,0,2,3,0,0,5,0
33,25,1,3,3,0,1,4,1
59,42,0,4,3,0,1,5,1
23,16,0,1,2,0,0,3,0
27,20,0,2,2,0,0,3,0
54,23,0,2,5,0,1,0,1
44,12,0,2,4,0,0,8,0
92,10,0,6,8,1,1,0,1
34,26,0,2,3,0,0,4,0
54,18,1,3,5,0,1,8,0
34,26,0,2,2,0,1,5,1
174,37,1,2,8,0,1,0,1
37,18,0,2,5,0,1,0,1
23,14,0,1,3,0,0,2,1
30,21,0,2,3,0,0,3,0
36,27,0,2,3,0,0,3,0
26,12,0,1,3,0,0,0,1
199,15,0,2,4,0,1,2,1
26,18,0,2,3,0,0,1,0
26,7,0,1,4,0,1,4,0
28,20,0,2,2,0,1,0,0
26,18,0,2,3,0,0,2,0
70,22,0,2,4,0,0,5,0
35,21,0,2,3,0,0,5,0
52,23,0,2,4,0,0,6,0
28,19,0,2,3,0,0,3,0
61,17,0,3,5,0,1,5,0
25,16,0,2,3,0,0,2,0
462,26,1,5,9,0,1,3,1
71,11,0,2,8,0,1,0,1
14,7,0,1,2,0,0,3,0
28,15,0,2,4,0,0,1,1
27,18,0,2,3,0,0,2,0
29,22,0,2,2,0,0,5,0
43,14,0,2,4,0,0,5,0
29,7,0,1,3,0,1,6,1
32,25,0,2,2,0,1,5,1
43,21,0,2,4,0,1,0,1
26,13,0,1,4,0,1,2,1
29,20,0,2,3,0,1,6,1
67,22,0,2,5,0,0,6,0
82,16,0,2,6,0,1,10,1
43,14,0,3,5,0,0,3,0
49,18,0,2,4,0,0,7,0
125,17,0,4,10,0,1,3,1
34,26,0,2,3,0,0,5,0
47,16,0,2,4,0,0,10,1
35,26,0,2,3,0,0,4,0
64,13,0,3,6,0,1,0,1
40,32,0,2,3,0,1,2,1
50,42,0,2,3,0,0,0,1
50,15,0,2,5,0,0,7,0
85,13,0,3,7,0,1,0,1
136,17,0,2,5,0,0,5,0
130,31,0,2,7,0,1,4,1
55,18,0,2,6,0,0,8,0
144,32,1,5,6,0,1,2,1
121,53,1,8,4,0,1,1,1
69,18,0,1,9,0,1,0,1
33,24,0,2,3,0,0,1,1
59,15,0,2,3,0,0,5,0
60,29,0,8,5,0,1,0,1
42,18,0,2,5,0,1,4,1
35,14,0,2,5,0,0,5,0
53,21,0,2,6,0,1,0,1
24,17,0,2,2,0,0,2,0
31,23,0,2,3,0,0,0,0
59,13,0,2,4,0,1,0,1
17,9,0,1,3,0,0,0,1
109,20,1,3,9,0,1,0,1
27,19,0,2,3,0,0,2,0
47,12,0,3,5,0,1,0,1
19,11,0,2,3,0,0,5,0
57,25,1,5,4,0,1,5,1
67,26,0,3,4,0,1,5,0
34,25,0,2,3,0,0,4,0
34,23,0,2,4,0,0,4,0
88,22,0,2,5,0,1,5,0
115,15,0,1,7,0,0,4,0
48,18,0,3,3,0,1,3,1
36,15,0,3,3,0,1,1,1
72,15,0,1,8,0,0,4,0
51,31,0,2,4,0,1,2,1
25,18,0,2,2,0,0,1,0
23,16,0,2,2,0,1,1,1
97,50,1,5,5,0,1,0,1
43,19,0,3,4,0,1,4,0
88,23,0,3,8,0,0,4,0
63,13,0,1,3,0,0,4,0
27,16,0,1,4,0,1,1,1
49,19,0,2,4,0,0,4,0
56,18,0,4,5,0,0,5,0
123,13,0,3,8,0,1,7,0
93,21,0,2,6,0,0,5,0
75,42,0,5,3,0,1,5,1
65,18,0,2,5,0,0,5,0
129,26,0,2,5,0,0,5,0
61,15,0,3,5,0,1,5,0
123,21,0,5,9,0,1,3,1
61,32,0,5,3,0,1,5,1
107,19,1,2,10,0,1,0,1
45,12,0,1,6,0,0,6,0
128,15,1,1,6,0,1,1,1
28,15,0,1,3,0,1,2,0
49,17,0,2,5,0,1,3,0
79,13,1,3,10,0,1,0,1
58,19,0,3,5,0,0,5,0
46,16,0,2,4,0,0,7,0
79,19,0,4,7,0,1,0,1
65,12,0,1,10,0,1,2,1
53,24,0,2,5,0,1,0,1
20,13,0,2,2,0,0,3,0
57,24,0,5,3,0,0,5,0
37,22,0,2,3,0,0,5,0
268,26,0,3,5,0,1,3,1
50,20,0,3,5,0,1,2,1
44,18,0,2,5,0,0,6,0
43,34,0,2,3,0,1,7,1
24,15,0,2,3,0,0,3,0
25,16,0,3,3,0,0,5,0
169,23,1,3,11,0,1,2,1
121,37,1,4,8,0,1,1,1
39,17,0,3,3,0,1,5,0
45,22,0,3,4,0,1,4,1
28,13,0,1,4,0,0,2,1
29,20,0,2,3,0,0,2,0
74,17,1,1,5,0,0,8,0
27,19,0,2,3,0,0,1,0
148,21,0,6,10,0,1,1,1
65,15,0,2,7,0,0,8,0
41,23,0,2,5,0,1,0,1
135,13,0,1,12,0,1,1,1
30,21,0,2,3,0,0,1,0
36,27,0,2,3,0,1,1,1
80,20,0,2,6,0,0,6,0
104,28,1,4,6,0,1,2,1
48,15,0,2,3,0,1,10,0
77,15,0,2,4,0,0,6,0
44,17,0,5,3,0,1,1,1
160,21,1,3,6,0,1,1,1
80,18,1,2,6,0,1,0,1
51,21,0,3,5,0,1,1,1
40,14,0,2,4,0,0,4,0
32,23,0,2,3,0,0,8,0
35,26,0,3,3,0,1,0,1
126,50,1,4,4,0,1,0,1
52,27,0,3,3,0,1,4,0
124,14,1,3,4,0,1,0,1
28,20,0,2,3,0,0,2,0
69,15,0,4,5,0,0,10,0
126,50,1,4,4,0,1,0,1
24,13,0,2,3,0,0,5,0
64,36,0,5,5,0,1,5,1
38,12,0,1,5,0,0,3,1
28,20,0,2,3,0,0,0,1
66,16,1,2,5,0,1,3,0
49,14,0,3,4,0,0,0,1
27,20,0,2,2,0,1,0,1
37,29,0,2,3,0,0,5,0
102,15,0,3,11,0,0,6,0
43,10,0,1,6,0,1,2,1
41,16,0,2,5,0,1,10,0
238,15,1,2,8,0,1,0,1
37,18,0,2,3,0,1,0,1
53,13,1,2,3,0,1,2,1
42,16,0,2,5,0,1,10,1
326,19,1,6,4,0,1,0,1
20,13,0,2,2,0,0,4,0
55,17,0,3,4,0,0,7,0
34,9,0,1,5,0,0,2,1
127,50,1,4,4,0,1,0,1
63,15,0,2,8,0,1,0,1
43,16,0,3,4,0,0,7,0
32,23,0,2,3,0,0,5,0
46,18,0,3,5,0,1,0,0
64,18,0,2,5,0,0,4,0
44,25,0,5,3,0,1,5,1
47,20,0,3,5,0,0,6,0
48,27,0,3,3,0,1,4,1
27,18,0,2,3,0,0,4,0
36,17,0,1,4,0,1,0,1
58,16,0,3,5,0,1,5,0
30,22,0,2,2,0,1,5,1
105,37,0,3,7,0,1,0,1
24,15,0,2,3,0,0,1,0
37,21,0,2,3,0,1,6,1
54,19,0,3,4,0,1,6,0
26,18,0,2,3,0,0,5,0
67,13,0,2,6,0,1,5,0
157,21,1,4,3,0,1,0,1
78,32,0,3,4,0,0,4,0
87,31,0,4,5,0,1,8,0
24,17,0,2,2,0,0,0,0
213,24,1,3,5,0,1,0,1
56,47,0,4,3,0,1,5,1
58,18,0,3,6,0,1,2,1
30,21,0,2,3,0,0,3,0
100,24,0,3,7,0,0,5,0
83,21,0,2,5,0,0,7,0
46,23,0,2,4,0,0,5,0
164,16,1,3,8,0,1,2,1
41,25,0,2,3,0,1,6,1
45,19,0,3,3,0,0,3,0
39,25,0,2,4,0,1,6,1
43,25,0,2,4,0,0,5,0
60,21,0,1,4,0,0,3,0
907,29,1,6,7,0,1,2,1
32,24,1,3,3,0,1,4,1
88,27,0,5,6,0,1,0,1
24,16,0,2,3,0,0,2,0
59,18,0,2,4,0,0,8,0
30,15,0,1,3,0,0,3,0
48,25,0,4,4,0,1,3,1
49,13,0,3,3,0,0,4,1
43,25,0,3,3,0,1,6,1
35,26,0,2,3,0,1,2,1
28,19,0,2,3,0,0,3,0
88,20,0,3,5,0,1,5,0
22,15,0,1,2,0,0,2,0
61,15,0,2,4,0,1,8,1
29,20,0,2,3,0,0,5,0
60,16,0,2,5,0,1,10,1
43,19,0,2,6,0,1,0,1
77,20,0,2,4,0,0,4,0
30,15,0,1,4,0,1,0,1
33,15,0,2,5,0,1,5,0
15,4,0,1,3,0,1,4,1
45,18,0,3,3,0,1,4,0
52,18,0,2,3,0,0,5,0
116,42,1,4,4,0,1,0,1
51,24,0,2,5,0,1,2,1
43,18,0,2,4,0,0,6,0
27,18,0,2,3,0,0,5,0
78,44,0,5,4,0,1,5,1
122,46,1,5,5,0,1,0,1
21,13,0,2,3,0,0,3,0
29,20,0,2,3,0,1,6,1
111,24,1,2,3,0,1,1,1
79,22,0,3,6,0,1,5,0
82,16,0,2,6,0,0,5,0
27,18,0,2,3,0,0,3,0
45,17,0,2,5,0,0,6,0
128,14,1,2,5,0,1,0,1
73,28,0,2,7,0,0,8,0
51,27,0,5,4,0,1,0,1
42,11,0,2,6,0,1,5,0
29,20,0,2,3,0,1,6,1
62,17,0,4,3,0,0,0,1
75,35,0,2,4,0,0,5,0
41,17,0,2,4,0,0,5,0
81,17,0,3,4,0,0,5,0
56,19,0,3,4,0,1,2,1
77,22,1,1,5,0,1,1,1
84,16,0,2,6,0,1,10,1
50,18,0,2,4,0,0,5,0
31,23,0,2,3,0,0,4,0
127,50,1,4,4,0,1,0,1
77,23,1,1,5,0,1,2,1
55,28,0,3,3,0,0,4,0
35,21,0,2,3,0,1,0,1
30,23,0,2,2,0,1,5,1
41,10,0,1,4,0,0,9,0
94,28,1,3,6,0,1,2,1
37,22,0,2,3,0,0,5,0
38,13,0,1,5,0,1,0,1
55,22,0,2,4,0,0,4,0
52,27,0,3,3,0,0,3,0
43,18,0,3,4,0,1,7,0
47,14,0,2,5,0,0,6,0
31,18,0,2,3,0,0,8,0
20,13,0,2,2,0,0,4,0
40,31,0,3,3,0,1,4,1
22,15,0,2,2,0,0,8,0
23,14,0,2,3,0,0,2,1
38,18,0,2,4,0,0,6,0
54,15,0,3,6,0,0,5,0
39,31,0,2,3,0,1,1,1
50,15,0,2,3,0,0,6,0
25,16,0,2,3,0,0,5,0
28,21,0,2,2,0,1,3,1
74,19,0,2,5,0,0,5,0
39,17,0,1,4,0,1,0,1
22,14,0,2,3,0,0,1,0
31,19,0,2,4,0,0,2,0
58,20,0,2,4,0,1,5,0
50,16,0,1,4,0,0,5,0
33,25,0,2,3,0,1,0,1
30,10,0,2,4,0,0,4,1
32,14,0,2,5,0,1,1,1
33,12,0,2,3,0,1,2,1
64,14,0,2,4,0,0,5,0
41,32,0,2,3,0,1,2,1
87,18,0,7,9,0,0,2,1
76,49,0,4,4,0,1,4,1
54,26,0,3,5,0,1,5,1
31,14,0,1,3,0,1,0,1
70,14,1,2,6,0,0,0,1
113,17,0,5,10,0,1,3,1
30,22,0,2,3,0,0,5,0
92,22,1,2,8,0,1,1,1
51,11,0,3,5,0,0,5,0
42,25,0,2,3,0,0,2,0
32,24,0,2,3,0,0,0,1
77,23,1,1,5,0,1,2,1
45,21,0,2,3,0,0,5,0
30,18,0,2,3,0,0,6,0
48,17,0,2,5,0,1,7,0
74,14,0,3,8,0,1,5,1
74,13,0,2,3,0,0,7,0
25,16,0,2,3,0,1,2,0
47,29,0,2,4,0,1,1,0
32,11,0,2,3,0,0,4,0
48,36,0,2,3,0,1,5,1
74,17,1,2,3,0,1,2,1
51,43,1,3,3,0,1,0,1
56,16,0,2,4,0,1,6,0
29,20,0,2,3,0,1,6,1
48,17,0,3,5,0,0,5,0
46,15,0,2,3,0,0,6,0
169,17,1,1,7,0,1,1,1
38,22,0,2,3,0,0,5,0
47,21,0,2,5,0,1,2,1
108,20,1,3,10,0,1,1,1
26,17,0,2,3,0,0,2,0
84,6,1,3,3,1,0,9,1
55,16,0,2,4,0,0,7,0
39,30,0,2,3,0,1,2,1
27,19,0,2,3,0,0,4,0
16,8,0,1,3,0,0,4,0
44,21,0,3,3,0,0,4,0
29,11,0,1,4,0,1,1,0
27,19,0,2,3,0,0,0,0
40,24,0,2,4,0,1,0,1
28,19,0,2,3,0,0,3,0
30,21,0,2,3,0,0,5,1
125,50,1,4,5,0,1,0,1
21,11,0,1,3,0,1,2,1
248,14,1,2,6,0,1,2,1
40,19,0,1,3,0,1,0,1
64,22,0,2,7,0,0,5,0
77,27,0,2,4,0,0,5,0
43,25,0,2,4,0,1,6,1
62,19,1,2,4,0,1,1,1
32,8,0,1,3,0,1,6,1
18,10,0,2,3,0,0,5,0
95,13,0,3,8,0,1,2,1
49,30,1,3,4,0,1,5,1
98,13,0,2,3,0,0,7,0
268,13,1,7,8,0,1,3,1
101,18,0,4,4,0,1,0,1
21,13,0,1,3,0,0,0,1
24,15,0,2,3,0,0,3,0
37,16,0,2,4,0,0,7,0
246,15,1,2,8,0,1,0,1
77,26,1,2,5,0,1,2,1
39,26,0,3,3,0,1,3,1
33,16,0,2,3,0,0,10,0
33,26,0,2,2,0,1,5,1
34,15,0,1,5,0,1,0,1
242,19,1,14,11,2,0,10,1
38,29,0,2,3,0,1,5,1
36,29,0,2,2,0,0,8,0
39,31,0,4,3,0,0,1,1
55,16,0,2,4,0,0,7,0
81,25,0,3,6,0,1,4,0
20,13,0,2,2,0,0,0,0
54,31,0,2,4,0,1,4,0
81,19,1,2,7,0,1,1,1
38,30,0,2,3,0,1,1,1
45,18,0,2,5,0,1,5,0
94,27,0,2,8,0,1,3,1
52,17,0,2,6,0,1,1,1
79,13,0,2,4,0,1,5,0
35,26,0,4,3,0,1,5,1
40,32,0,2,3,0,0,5,0
37,20,0,3,4,0,1,3,1
33,22,0,2,4,0,1,0,1
22,13,0,2,3,0,0,3,0
16,4,0,1,3,0,1,6,1
57,21,0,2,6,0,1,0,1
123,30,0,2,7,0,1,4,1
114,18,0,2,5,0,0,4,0
77,14,1,5,8,0,1,0,1
32,23,0,2,3,0,1,5,1
27,18,0,2,3,0,0,3,0
72,31,0,2,4,0,0,5,0
35,27,0,2,3,0,0,4,1
83,22,1,3,4,0,1,2,1
40,21,0,2,4,0,0,4,0
29,21,0,2,3,0,0,4,0
36,15,0,2,5,0,1,1,1
42,14,0,3,5,0,0,3,0
32,24,0,2,3,0,0,0,1
49,21,0,1,4,0,1,0,1
23,15,0,2,3,0,0,1,0
74,18,0,2,4,0,0,5,0
21,7,0,1,3,0,0,3,1
142,20,1,3,4,0,1,0,1
165,21,1,4,3,0,1,0,1
69,33,0,2,4,0,1,0,1
50,32,0,2,3,0,1,0,1
92,31,0,5,5,0,1,2,1
85,17,0,2,7,0,1,6,0
41,16,0,2,4,0,0,7,0
78,24,0,3,4,0,0,3,0
35,27,0,2,3,0,1,2,1
20,11,0,2,3,0,0,3,0
36,15,0,2,4,0,1,3,1
58,26,0,2,4,0,1,7,0
119,12,1,4,8,0,1,0,1
99,15,0,2,7,0,1,10,1
51,11,0,2,6,0,1,3,1
17,8,0,1,3,0,0,5,0
35,27,0,2,3,0,0,5,0
72,13,0,2,7,0,1,5,1
26,19,0,2,2,0,0,2,0
36,25,0,2,3,0,0,6,0
113,23,1,3,5,0,1,4,1
26,18,0,2,3,0,1,2,1
76,29,0,5,6,0,1,1,1
56,20,0,2,4,0,1,0,1
98,16,1,2,7,0,0,10,1
70,13,0,2,6,0,0,5,0
82,22,0,2,8,0,1,0,1
33,25,0,2,3,0,0,5,0
24,15,0,2,3,0,0,3,0
132,16,1,3,4,0,0,5,1
38,25,0,2,4,0,1,6,1
27,11,0,1,3,0,1,2,1
44,24,1,3,3,0,1,4,1
26,18,0,2,3,0,0,4,0
25,10,0,1,3,0,1,7,1
24,17,0,1,2,0,0,2,0
46,29,0,3,3,0,1,0,1
35,26,0,2,3,0,1,2,1
34,25,0,3,3,0,0,2,0
19,11,0,1,2,0,1,0,1
42,24,0,3,3,0,1,1,1
54,22,0,3,6,0,1,2,1
166,21,1,3,4,0,1,0,1
58,14,0,3,6,0,1,3,1
342,16,1,4,6,1,0,7,1
50,19,0,2,3,0,0,5,0
21,14,0,2,2,0,0,1,0
71,29,0,4,5,0,0,8,0
36,17,0,2,5,0,1,2,1
164,17,1,3,3,0,1,0,1
80,47,0,5,3,0,1,5,1
96,27,0,3,8,0,1,0,1
94,21,0,3,9,0,1,2,1
55,14,0,2,6,0,1,0,1
26,13,0,2,4,0,0,4,0
83,18,0,2,4,0,1,5,0
35,24,0,1,4,0,1,0,1
43,26,0,2,4,0,1,2,0
126,50,1,4,4,0,1,0,1
110,29,0,4,7,0,1,1,1
155,15,1,3,9,0,1,1,1
78,34,1,2,4,0,1,1,1
66,30,0,2,4,0,1,0,1
89,16,0,2,14,0,1,2,1
32,23,0,2,3,0,1,5,1
57,26,0,2,4,0,0,0,1
243,25,1,2,20,0,1,1,1
38,9,0,1,4,0,1,0,1
61,29,0,5,4,0,1,5,1
23,15,0,2,3,0,0,4,0
36,28,0,3,3,0,0,2,0
115,22,0,3,6,0,1,5,0
35,16,0,2,4,0,0,7,0
1641,22,1,3,33,0,0,0,1
60,20,0,4,6,0,1,0,1
37,28,0,3,3,0,0,3,0
42,12,0,3,4,0,1,2,1
72,14,0,2,5,0,0,7,0
45,16,0,2,4,0,0,7,0
40,20,0,2,3,0,1,5,0
56,17,0,1,6,0,0,5,0
39,22,0,2,5,0,1,0,1
68,13,0,4,4,0,1,2,1
77,59,0,8,5,0,1,2,1
45,22,0,1,4,0,1,0,1
133,32,0,2,7,0,1,4,1
31,23,0,2,3,0,1,2,0
69,20,1,2,3,0,0,3,1
37,29,0,2,3,0,0,4,1
74,39,0,3,4,0,1,0,1
41,25,0,3,3,0,1,1,1
20,11,0,1,3,0,0,1,0
259,27,1,15,5,0,1,0,1
33,22,0,1,3,0,1,0,1
43,16,0,2,3,0,1,3,1
79,14,0,4,3,1,1,8,0
48,11,0,3,6,0,0,7,0
271,25,1,14,6,0,1,0,1
106,17,0,3,10,0,1,3,1
76,14,0,4,3,1,1,8,0
31,23,0,3,2,0,0,3,1
89,37,0,2,7,0,0,8,0
34,19,0,1,4,0,1,0,1
55,16,1,2,5,0,1,10,1
31,11,0,1,5,0,0,5,0
106,27,1,4,9,1,1,0,1
127,50,1,4,4,0,1,0,1
87,27,1,3,7,0,1,1,1
32,25,0,2,2,0,1,5,1
27,19,0,2,2,0,1,2,1
95,23,0,3,7,0,1,5,0
140,13,0,1,11,0,1,0,1
128,12,1,7,6,0,1,1,1
46,23,0,2,4,0,0,0,1
129,25,0,3,7,0,0,5,0
17,8,0,1,3,0,0,3,0
38,30,0,3,3,0,0,0,1
29,21,0,2,3,0,1,0,1
92,27,0,2,6,0,1,4,1
126,50,1,4,5,0,1,0,1
49,29,0,5,3,0,1,0,1
33,25,0,2,3,0,0,8,0
41,12,0,1,6,0,1,3,0
30,22,0,3,3,0,0,2,0
29,13,0,3,3,0,1,4,0
52,22,0,4,4,0,1,0,1
41,24,0,4,3,0,1,1,1
57,32,0,2,4,0,0,7,0
69,17,0,3,5,0,0,5,0
38,29,0,2,3,0,0,6,0
24,17,0,2,2,0,0,2,0
44,19,0,3,4,0,1,0,1
27,18,0,2,3,0,0,1,0
38,16,0,2,4,0,0,4,0
67,17,0,3,7,0,1,6,0
32,23,0,2,3,0,0,4,0
45,36,1,4,3,0,1,0,1
66,14,1,2,3,0,1,1,1
52,22,0,3,5,0,0,4,0
109,11,0,2,7,0,0,6,0
146,15,1,4,3,0,1,0,1
117,31,1,2,8,0,1,0,1
40,18,0,2,6,0,1,0,1
66,22,0,2,3,0,1,0,1
66,10,1,1,3,0,0,7,0
48,23,0,2,4,0,0,6,0
43,20,0,2,4,0,0,5,0
128,50,1,4,5,0,1,0,1
62,25,0,2,5,0,0,5,0
50,19,0,3,3,0,0,7,0
23,10,0,1,3,0,1,0,1
39,24,0,3,4,0,1,2,1
39,16,0,2,5,0,1,10,1
39,17,0,3,4,0,1,0,1
39,31,0,2,3,0,0,2,0
78,15,0,2,6,0,0,6,0
30,22,0,2,3,0,0,2,0
57,20,0,2,4,0,1,0,1
45,10,0,2,5,0,1,0,1
24,15,0,2,3,0,0,2,0
66,15,0,4,6,0,0,5,0
85,19,0,2,7,0,0,4,0
53,20,0,2,6,0,0,5,0
68,19,1,2,7,0,1,1,1
37,19,0,1,5,0,1,1,1
23,16,0,2,2,0,0,0,0
110,20,1,2,5,0,1,0,1
57,14,0,3,7,0,1,0,1
25,16,0,2,3,0,0,4,0
38,12,0,1,5,0,1,0,1
132,16,1,3,4,0,0,5,1
46,11,0,1,5,0,1,2,1
61,24,0,3,6,0,1,1,1
19,12,0,1,2,0,0,3,0
127,50,1,4,4,0,1,0,1
126,50,1,4,5,0,1,0,1
23,10,0,1,4,0,0,0,1
85,18,0,2,4,0,0,5,0
58,28,0,3,4,0,1,5,0
21,13,0,2,3,0,0,3,0
24,17,0,1,2,0,0,3,0
25,16,0,2,3,0,0,4,0
26,19,0,3,2,0,0,5,0
41,15,0,3,4,0,1,0,1
35,10,0,1,4,0,1,0,1
58,15,0,3,4,0,0,4,1
57,44,0,4,3,0,1,0,1
81,20,0,2,9,0,1,1,1
30,21,0,2,3,0,0,1,0
26,17,0,2,3,0,0,3,0
46,28,1,4,3,0,1,5,1
26,18,0,2,3,0,0,4,0
31,11,0,1,3,0,0,10,0
55,15,0,3,5,0,0,5,0
24,15,0,2,3,0,0,3,0
98,22,0,4,4,0,1,1,1
70,19,0,4,5,0,1,0,1
105,50,1,3,3,0,1,0,1
31,20,0,1,4,0,1,0,1
242,17,1,2,23,0,1,2,1
126,50,1,4,5,0,1,0,1
93,19,0,2,7,0,1,3,0
59,42,0,2,3,0,1,0,1
96,20,1,2,5,0,1,0,1
37,29,0,2,3,0,1,0,1
67,21,0,1,6,0,1,0,1
54,23,0,3,3,0,0,6,0
31,24,0,2,2,0,1,2,1
104,53,0,3,4,0,1,0,1
27,15,0,2,4,0,0,3,0
29,14,0,1,3,0,1,0,1
32,24,0,2,3,0,0,1,0
35,13,0,2,3,0,0,5,0
78,18,0,3,5,0,0,4,0
34,26,0,2,3,0,0,1,0
41,19,0,1,5,0,1,0,1
26,17,0,2,3,0,0,4,0
62,15,0,3,6,0,1,0,1
380,32,0,4,3,0,1,2,1
31,22,0,2,3,0,1,5,1
29,21,0,2,3,0,0,3,0
21,12,0,1,3,0,1,0,1
190,18,0,2,4,0,1,0,1
27,18,0,2,3,0,0,4,0
254,37,0,2,3,0,1,2,1
32,23,0,2,3,0,0,4,0
35,27,0,2,3,0,1,1,1
31,23,0,2,3,0,0,3,0
55,13,0,3,5,0,0,3,0
25,16,0,2,3,0,0,1,0
76,12,0,4,6,0,1,1,1
46,35,0,1,4,0,1,0,1
28,19,0,2,3,0,0,6,0
78,25,1,2,6,0,0,4,0
68,12,0,1,7,0,0,6,0
68,18,0,2,6,0,1,4,0
60,16,0,2,5,0,0,10,1
63,22,0,3,6,0,1,3,1
41,18,0,3,4,0,1,5,1
106,18,1,1,4,0,0,6,0
28,15,0,2,5,0,1,1,1
135,17,1,2,3,0,0,5,1
31,11,1,2,4,0,1,0,1
62,21,0,3,5,0,0,4,0
34,8,0,1,4,0,1,0,1
42,18,0,2,4,0,0,6,0
118,16,1,5,7,1,0,2,1
43,16,1,2,3,0,0,5,0
90,11,0,4,11,0,1,2,1
29,21,0,2,3,0,0,2,0
28,19,0,1,3,0,0,3,0
28,20,0,2,2,0,0,3,0
31,10,0,1,5,0,1,1,1
21,12,0,2,3,0,0,5,0
245,15,1,2,8,0,1,0,1
44,16,0,2,3,0,0,10,0
92,15,0,2,6,0,0,6,0
36,27,0,2,3,0,0,1,1
70,24,0,2,7,0,1,0,1
79,28,1,4,4,0,1,0,1
60,15,0,2,4,0,1,6,0
23,15,0,2,3,0,0,3,0
22,14,1,3,3,0,1,0,1
32,23,0,2,3,0,0,5,0
43,15,0,2,3,0,0,10,0
38,16,0,3,3,0,1,0,1
44,25,0,2,3,0,1,3,1
81,11,0,3,5,0,1,4,0
67,17,0,3,4,0,0,6,0
72,36,0,2,4,0,0,5,0
77,17,1,1,5,0,0,8,0
45,29,1,2,3,0,1,4,1
23,15,0,2,3,0,0,5,0
38,20,0,3,3,0,0,2,0
62,24,0,3,3,0,0,5,0
